window_length_fraction,hop_fraction,window_function,Mean_SS,Mean_perc_SS,SS_time,SS_treatment,SS_sex,SS_order,SS_residuals,F_time,F_treatment,F_sex,F_order,F_residuals,p_time,p_treatment,p_sex,p_order,dist_time,dist_treatment,dist_sex,dist_order
0.3,1,boxcar,168722.47103446585,56.118709745249795,0.9895366131892008,3.1222433726647254,4.265348516815518,2.59542245616604,40.397732405885414,2.0575678523922107,3.246078773293075,8.869044227846448,0.7709608341644211,nan,0.1088911088911089,0.004995004995004995,0.000999000999000999,0.7692307692307693,19.381430959908005,61.52775433032107,25.728946765033694,673.5251406675602
0.3,1,hann,168406.37302484995,57.64614201714875,0.9003109202492291,1.869217211103447,4.374303631523671,3.7551920492764115,36.40588641796904,2.0773046543266713,2.1564403614574705,10.092914668508893,1.23777523431143,nan,0.1028971028971029,0.04495504495504495,0.000999000999000999,0.22377622377622378,20.008032303146305,48.39575859022402,25.819806915822614,741.1964647083504
0.3,1,blackman,161007.083964485,55.7834674903842,0.8307333671141696,2.020261912040364,4.321657537386802,4.134572484520311,38.62573642202321,1.8066089944579777,2.1967477688610706,9.398377008897853,1.284502883573628,nan,0.13886113886113885,0.053946053946053944,0.000999000999000999,0.18181818181818182,19.306610587901186,46.63533841437673,25.20709007467367,733.3380873851164
0.3,0.9,boxcar,167021.3785782507,56.579722058067986,1.0649361676846105,3.283348160075312,4.2252731496071965,2.653710225079993,40.858198033194896,2.1893926406845114,3.375102901286222,8.68670087404859,0.7793912662298054,nan,0.08691308691308691,0.01098901098901099,0.000999000999000999,0.7502497502497503,17.999396862028995,59.88612658742802,25.434780305085372,650.908243449751
0.3,0.9,hann,181171.90951431778,59.59114934772579,0.9831337816712766,2.402127428770025,4.254769129319486,2.381862483048023,36.61393697340586,2.255513732936468,2.7554904046953745,9.76132687185295,0.7806412573806734,nan,0.06893106893106893,0.01898101898101898,0.000999000999000999,0.7592407592407593,18.928900760099044,57.8894592804176,25.9049966064191,690.2906375133051
0.3,0.9,blackman,170848.77540251423,57.912285868225865,0.9652366164801761,2.1642876388450456,4.353319949634141,2.623721831006916,39.17859651398605,2.069494137070243,2.320146429927428,9.33363898420218,0.8036189341505261,nan,0.0939060939060939,0.03996003996003996,0.000999000999000999,0.7222777222777222,18.60391971628076,52.42095287900383,25.747945835148126,697.7721492814785
0.3,0.8,boxcar,185839.29497747938,60.38080562248218,1.5471673907485646,2.940184807988129,4.20060709794174,2.8195073652696427,37.62782254010008,3.4538820492304194,3.2818205678497656,9.377396097025594,0.8991774197717296,nan,0.03196803196803197,0.004995004995004995,0.001998001998001998,0.5864135864135864,18.544619794093297,57.441712690862516,25.221436684341366,612.5350858852878
0.3,0.8,hann,150551.06890286482,52.948377692013025,1.3331395235292476,3.0368594144143195,4.476487027410791,2.530261126300045,44.29193451406172,2.52830952644221,2.8797138080502593,8.489692636548234,0.6855228575749136,nan,0.057942057942057944,0.013986013986013986,0.001998001998001998,0.8331668331668332,22.350493238051538,65.70771701360647,26.236566108071205,690.0471685688831
0.3,0.8,blackman,156499.7485336802,55.15045986670063,1.759638379019507,3.237093242667124,4.618907005602151,2.7530020908685544,42.718859425697424,3.460055484269884,3.182620463650162,9.082363005159902,0.7733358412315174,nan,0.027972027972027972,0.01898101898101898,0.000999000999000999,0.7412587412587412,22.792010697717327,64.61242698200637,26.69630083200371,703.5165652228544
0.3,0.7,boxcar,171890.05437613852,52.07989424182485,0.8817883071782998,2.950798647898573,3.9916671736403813,5.7076673216453155,40.43834719825805,1.8316826214442288,3.064752933746973,8.29163568288062,1.6937390522898075,nan,0.14085914085914086,0.011988011988011988,0.000999000999000999,0.030969030969030968,21.053116280588906,63.17437096229778,28.069604614110045,860.7579569277259
0.3,0.7,hann,163703.04563449873,49.78318104443803,1.010805518382689,2.917781065349804,4.014961586198034,4.713335458157169,42.973724913844364,1.9758041387934726,2.8516681993562125,7.8479762672838405,1.316153663925575,nan,0.0969030969030969,0.023976023976023976,0.000999000999000999,0.14685314685314685,22.68075307337875,63.39077382119417,25.944304358258346,852.195916434283
